산업군,고객사,제품구분,재고품질상태,상태사유,사업장,제품군,창고코드,LOT NO,품번,Item desc,제품명,수량,중량,단위,거래처,부동개월,폭,두께,높이,재고생성일,창고입고일,창고경과일
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR43220517002,HPSM024401,MT_244*158_(RG3-EV)_Stator_25PNX1250F_[자]_[정]_[P],MT_244*158_(RG3-EV)_Stator_25PNX1250F,6,112.72,EA,1232:모비스,0,244,0.25,158,2022-05-16,2022-05-17,08
구동,,반제품,합격,,천안,MT,404,HSM1PR43220517005,HPSM024401,MT_244*158_(RG3-EV)_Stator_25PNX1250F_[자]_[정]_[P],MT_244*158_(RG3-EV)_Stator_25PNX1250F,11,206.64,EA,1232:모비스,0,244,0.25,158,2022-05-16,2022-05-17,08
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR43220517006,HPSM024401,MT_244*158_(RG3-EV)_Stator_25PNX1250F_[자]_[정]_[P],MT_244*158_(RG3-EV)_Stator_25PNX1250F,7,131.5,EA,1232:모비스,0,244,0.25,158,2022-05-17,2022-05-17,08
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR43220517007,HPSM024401,MT_244*158_(RG3-EV)_Stator_25PNX1250F_[자]_[정]_[P],MT_244*158_(RG3-EV)_Stator_25PNX1250F,6,112.72,EA,1232:모비스,0,244,0.25,158,2022-05-17,2022-05-17,08
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR43220517008,HPSM024401,MT_244*158_(RG3-EV)_Stator_25PNX1250F_[자]_[정]_[P],MT_244*158_(RG3-EV)_Stator_25PNX1250F,18,338.15,EA,1232:모비스,0,244,0.25,158,2022-05-17,2022-05-17,08
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR43220517009,HPSM024401,MT_244*158_(RG3-EV)_Stator_25PNX1250F_[자]_[정]_[P],MT_244*158_(RG3-EV)_Stator_25PNX1250F,6,112.72,EA,1232:모비스,0,244,0.25,158,2022-05-17,2022-05-17,08
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR43220517010,HPSM024401,MT_244*158_(RG3-EV)_Stator_25PNX1250F_[자]_[정]_[P],MT_244*158_(RG3-EV)_Stator_25PNX1250F,18,338.15,EA,1232:모비스,0,244,0.25,158,2022-05-17,2022-05-17,08
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR43220517011,HPSM024401,MT_244*158_(RG3-EV)_Stator_25PNX1250F_[자]_[정]_[P],MT_244*158_(RG3-EV)_Stator_25PNX1250F,6,112.72,EA,1232:모비스,0,244,0.25,158,2022-05-17,2022-05-17,08
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR43220517012,HPSM024401,MT_244*158_(RG3-EV)_Stator_25PNX1250F_[자]_[정]_[P],MT_244*158_(RG3-EV)_Stator_25PNX1250F,10,187.86,EA,1232:모비스,0,244,0.25,158,2022-05-17,2022-05-17,08
구동,,반제품,합격,,천안,MT,404,HSM1PR43220517014,HPSM024401,MT_244*158_(RG3-EV)_Stator_25PNX1250F_[자]_[정]_[P],MT_244*158_(RG3-EV)_Stator_25PNX1250F,8,150.29,EA,1232:모비스,0,244,0.25,158,2022-05-17,2022-05-17,08
구동,,반제품,합격,,천안,MT,404,HSM1PR43220517015,HPSM024401,MT_244*158_(RG3-EV)_Stator_25PNX1250F_[자]_[정]_[P],MT_244*158_(RG3-EV)_Stator_25PNX1250F,6,112.72,EA,1232:모비스,0,244,0.25,158,2022-05-17,2022-05-17,08
구동,,반제품,합격,,천안,MT,404,HSM1PR43220517016,HPSM024401,MT_244*158_(RG3-EV)_Stator_25PNX1250F_[자]_[정]_[P],MT_244*158_(RG3-EV)_Stator_25PNX1250F,18,338.15,EA,1232:모비스,0,244,0.25,158,2022-05-17,2022-05-17,08
구동,,반제품,합격,,천안,MT,404,HSM1PR43220517017,HPSM024401,MT_244*158_(RG3-EV)_Stator_25PNX1250F_[자]_[정]_[P],MT_244*158_(RG3-EV)_Stator_25PNX1250F,6,112.72,EA,1232:모비스,0,244,0.25,158,2022-05-17,2022-05-17,08
구동,,반제품,합격,,천안,MT,404,HSM1PR43220517018,HPSM024401,MT_244*158_(RG3-EV)_Stator_25PNX1250F_[자]_[정]_[P],MT_244*158_(RG3-EV)_Stator_25PNX1250F,18,338.15,EA,1232:모비스,0,244,0.25,158,2022-05-17,2022-05-17,08
구동,,반제품,합격,,천안,MT,404,HSM1PR43220517019,HPSM024401,MT_244*158_(RG3-EV)_Stator_25PNX1250F_[자]_[정]_[P],MT_244*158_(RG3-EV)_Stator_25PNX1250F,6,112.72,EA,1232:모비스,0,244,0.25,158,2022-05-17,2022-05-17,08
구동,,반제품,합격,,천안,MT,404,HSM1PR43220520014,HPSM024401,MT_244*158_(RG3-EV)_Stator_25PNX1250F_[자]_[정]_[P],MT_244*158_(RG3-EV)_Stator_25PNX1250F,18,338.15,EA,1232:모비스,0,244,0.25,158,2022-05-20,2022-05-20,05
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR43220521001,HPSM024401,MT_244*158_(RG3-EV)_Stator_25PNX1250F_[자]_[정]_[P],MT_244*158_(RG3-EV)_Stator_25PNX1250F,6,112.72,EA,1232:모비스,0,244,0.25,158,2022-05-20,2022-05-21,04
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR43220521002,HPSM024401,MT_244*158_(RG3-EV)_Stator_25PNX1250F_[자]_[정]_[P],MT_244*158_(RG3-EV)_Stator_25PNX1250F,18,338.15,EA,1232:모비스,0,244,0.25,158,2022-05-20,2022-05-21,04
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR43220521003,HPSM024401,MT_244*158_(RG3-EV)_Stator_25PNX1250F_[자]_[정]_[P],MT_244*158_(RG3-EV)_Stator_25PNX1250F,6,112.72,EA,1232:모비스,0,244,0.25,158,2022-05-20,2022-05-21,04
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR43220521004,HPSM024401,MT_244*158_(RG3-EV)_Stator_25PNX1250F_[자]_[정]_[P],MT_244*158_(RG3-EV)_Stator_25PNX1250F,18,338.15,EA,1232:모비스,0,244,0.25,158,2022-05-20,2022-05-21,04
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR43220521005,HPSM024401,MT_244*158_(RG3-EV)_Stator_25PNX1250F_[자]_[정]_[P],MT_244*158_(RG3-EV)_Stator_25PNX1250F,6,112.72,EA,1232:모비스,0,244,0.25,158,2022-05-20,2022-05-21,04
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR43220521006,HPSM024401,MT_244*158_(RG3-EV)_Stator_25PNX1250F_[자]_[정]_[P],MT_244*158_(RG3-EV)_Stator_25PNX1250F,10,187.86,EA,1232:모비스,0,244,0.25,158,2022-05-20,2022-05-21,04
구동,,반제품,합격,재고구분,천안,MT,404,HSM1PR43220425013,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,1,249,0.25,153,2022-04-25,2022-05-25,00
구동,,반제품,합격,재고구분,천안,MT,404,HSM1PR43220425014,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,1,249,0.25,153,2022-04-25,2022-05-25,00
구동,,반제품,합격,,천안,MT,404,HSM1PR43220521008,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,4,76.38,EA,1232:모비스,0,249,0.25,153,2022-05-21,2022-05-21,04
구동,,반제품,합격,,천안,MT,404,HSM1PR43220521009,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,2,38.19,EA,1232:모비스,0,249,0.25,153,2022-05-21,2022-05-21,04
구동,,반제품,합격,,천안,MT,404,HSM1PR43220522001,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,14,267.33,EA,1232:모비스,0,249,0.25,153,2022-05-21,2022-05-22,03
구동,,반제품,합격,,천안,MT,404,HSM1PR43220522013,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,3,57.28,EA,1232:모비스,0,249,0.25,153,2022-05-22,2022-05-22,03
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR43220523001,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,15,286.42,EA,1232:모비스,0,249,0.25,153,2022-05-22,2022-05-23,02
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR43220523002,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,0,249,0.25,153,2022-05-22,2022-05-23,02
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR43220523003,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-22,2022-05-23,02
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR43220523004,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,0,249,0.25,153,2022-05-22,2022-05-23,02
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR43220523006,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,0,249,0.25,153,2022-05-22,2022-05-23,02
구동,,반제품,합격,각인완료,천안,MT,404,HSM1PR44220403019,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,1,249,0.25,153,2022-04-03,2022-05-25,00
구동,,반제품,합격,재고구분,천안,MT,404,HSM1PR44220404002,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,1,249,0.25,153,2022-04-03,2022-05-25,00
구동,,반제품,합격,,천안,MT,404,HSM1PR44220404005,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,12,229.14,EA,1232:모비스,1,249,0.25,153,2022-04-03,2022-04-04,51
구동,,반제품,합격,재고구분,천안,MT,404,HSM1PR44220404011,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,1,249,0.25,153,2022-04-04,2022-05-25,00
구동,,반제품,합격,재고구분,천안,MT,404,HSM1PR44220404012,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,4,76.38,EA,1232:모비스,1,249,0.25,153,2022-04-04,2022-05-25,00
구동,,반제품,합격,,천안,MT,404,HSM1PR44220429002,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,2,38.19,EA,1232:모비스,0,249,0.25,153,2022-04-29,2022-04-29,26
구동,,반제품,합격,,천안,MT,404,HSM1PR44220501010,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,2,38.19,EA,1232:모비스,0,249,0.25,153,2022-05-01,2022-05-01,24
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR44220501020,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-01,2022-05-01,24
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR44220501021,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,0,249,0.25,153,2022-05-01,2022-05-01,24
구동,,반제품,합격,재고구분,천안,MT,404,HSM1PR44220502002,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,0,249,0.25,153,2022-05-01,2022-05-02,23
구동,,반제품,합격,재고구분,천안,MT,404,HSM1PR44220502006,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,0,249,0.25,153,2022-05-01,2022-05-02,23
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR44220502013,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-02,2022-05-02,23
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR44220502014,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,2,38.19,EA,1232:모비스,0,249,0.25,153,2022-05-02,2022-05-02,23
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR44220502015,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,2,38.19,EA,1232:모비스,0,249,0.25,153,2022-05-02,2022-05-02,23
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR44220502016,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,2,38.19,EA,1232:모비스,0,249,0.25,153,2022-05-02,2022-05-02,23
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR44220502017,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-02,2022-05-02,23
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR44220502018,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,2,38.19,EA,1232:모비스,0,249,0.25,153,2022-05-02,2022-05-02,23
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR44220502019,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,2,38.19,EA,1232:모비스,0,249,0.25,153,2022-05-02,2022-05-02,23
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR44220502020,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,2,38.19,EA,1232:모비스,0,249,0.25,153,2022-05-02,2022-05-02,23
구동,,반제품,합격,,천안,MT,404,HSM1PR44220520020,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,3,57.28,EA,1232:모비스,0,249,0.25,153,2022-05-20,2022-05-20,05
구동,,반제품,합격,,천안,MT,404,HSM1PR44220521004,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-20,2022-05-21,04
구동,,반제품,합격,,천안,MT,404,HSM1PR44220521008,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-21,2022-05-21,04
구동,,반제품,합격,,천안,MT,404,HSM1PR44220521009,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,17,324.61,EA,1232:모비스,0,249,0.25,153,2022-05-21,2022-05-21,04
구동,,반제품,합격,,천안,MT,404,HSM1PR44220521010,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-21,2022-05-21,04
구동,,반제품,합격,,천안,MT,404,HSM1PR44220521011,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,17,324.61,EA,1232:모비스,0,249,0.25,153,2022-05-21,2022-05-21,04
구동,,반제품,합격,,천안,MT,404,HSM1PR44220521012,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,1,19.09,EA,1232:모비스,0,249,0.25,153,2022-05-21,2022-05-21,04
구동,,반제품,합격,,천안,MT,404,HSM1PR44220521013,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-21,2022-05-21,04
구동,,반제품,합격,,천안,MT,404,HSM1PR44220521014,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-21,2022-05-21,04
구동,,반제품,합격,,천안,MT,404,HSM1PR44220521015,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-21,2022-05-21,04
구동,,반제품,합격,,천안,MT,404,HSM1PR44220522003,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-21,2022-05-22,03
구동,,반제품,합격,,천안,MT,404,HSM1PR44220522004,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-21,2022-05-22,03
구동,,반제품,합격,,천안,MT,404,HSM1PR44220522017,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,12,229.14,EA,1232:모비스,0,249,0.25,153,2022-05-22,2022-05-22,03
구동,,반제품,합격,,천안,MT,404,HSM1PR44220522019,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,0,249,0.25,153,2022-05-22,2022-05-22,03
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR44220523004,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-22,2022-05-23,02
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR44220523005,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,0,249,0.25,153,2022-05-22,2022-05-23,02
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR44220523006,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,17,324.61,EA,1232:모비스,0,249,0.25,153,2022-05-22,2022-05-23,02
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR44220523007,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,1,19.09,EA,1232:모비스,0,249,0.25,153,2022-05-23,2022-05-23,02
구동,,반제품,합격,포장미완료,천안,MT,404,HSM1PR44220523008,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,0,249,0.25,153,2022-05-23,2022-05-23,02
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR44220523009,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,0,249,0.25,153,2022-05-23,2022-05-23,02
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR44220523010,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,0,249,0.25,153,2022-05-23,2022-05-23,02
구동,,반제품,,,천안,MT,404,HSM1PR45210625002,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,2,38.19,EA,1232:모비스,11,249,0.25,153,2021-06-24,2021-06-24,335
구동,,반제품,합격,,천안,MT,404,HSM1PR45220328001,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,2,38.19,EA,1232:모비스,1,249,0.25,153,2022-03-28,2022-05-25,00
구동,,반제품,합격,,천안,MT,404,HSM1PR45220402018,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,2,38.19,EA,1232:모비스,1,249,0.25,153,2022-04-02,2022-04-02,53
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR45220403006,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,4,76.38,EA,1232:모비스,1,249,0.25,153,2022-04-02,2022-05-25,00
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR45220403007,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,2,38.19,EA,1232:모비스,1,249,0.25,153,2022-04-02,2022-05-25,00
구동,,반제품,합격,각인완료 대차없음,천안,MT,404,HSM1PR45220403009,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,4,76.38,EA,1232:모비스,1,249,0.25,153,2022-04-03,2022-05-25,00
구동,,반제품,합격,,천안,MT,404,HSM1PR45220424015,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,1,19.09,EA,1232:모비스,1,249,0.25,153,2022-04-24,2022-04-24,31
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR45220425001,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,1,249,0.25,153,2022-04-24,2022-05-25,00
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR45220425002,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,1,249,0.25,153,2022-04-24,2022-05-25,00
구동,,반제품,합격,재고구분,천안,MT,404,HSM1PR45220425004,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,18,343.71,EA,1232:모비스,1,249,0.25,153,2022-04-25,2022-05-25,00
구동,,반제품,합격,재고구분,천안,MT,404,HSM1PR45220425005,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,1,19.09,EA,1232:모비스,1,249,0.25,153,2022-04-25,2022-05-25,00
구동,,반제품,합격,재고구분,천안,MT,404,HSM1PR45220428009,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,0,249,0.25,153,2022-04-28,2022-04-28,27
구동,,반제품,합격,,천안,MT,404,HSM1PR45220502002,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,4,76.38,EA,1232:모비스,0,249,0.25,153,2022-05-02,2022-05-02,23
구동,,반제품,합격,대차부족으로인한박스포장,천안,MT,404,HSM1PR45220507005,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,6,114.57,EA,1232:모비스,0,249,0.25,153,2022-05-06,2022-05-07,18
구동,,반제품,합격,대차부족으로인한박스포장,천안,MT,404,HSM1PR45220508002,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,4,76.38,EA,1232:모비스,0,249,0.25,153,2022-05-07,2022-05-08,17
구동,,반제품,합격,대차부족,천안,MT,404,HSM1PR45220508018,HPSM024902,MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F_[자]_[정]_[P],MT_249*153_(NE-EV 후륜)_Stator_25PNX1250F,5,95.47,EA,1232:모비스,0,249,0.25,153,2022-05-08,2022-05-08,17
